taxon,dlc_id,hybrid,sex,name,current_resident,stud_book,dob,birth_month,estimated_dob,birth_type,birth_institution,litter_size,expected_gestation,estimated_concep,concep_month,dam_id,dam_name,dam_taxon,dam_dob,dam_age_at_concep_y,sire_id,sire_name,sire_taxon,sire_dob,sire_age_at_concep_y,dod,age_at_death_y,age_of_living_y,age_last_verified_y,age_max_live_or_dead_y,n_known_offspring,dob_estimated,weight_g,weight_date,month_of_weight,age_at_wt_d,age_at_wt_wk,age_at_wt_mo,age_at_wt_mo_no_dec,age_at_wt_y,change_since_prev_wt_g,days_since_prev_wt,avg_daily_wt_change_g,days_before_death,r_min_dam_age_at_concep_y,age_category,preg_status,expected_gestation_d,concep_date_if_preg,infant_dob_if_preg,days_before_inf_birth_if_preg,pct_preg_remain_if_preg,infant_lit_sz_if_preg
PCOQ,6885,N,F,Agrippina,N,226,2007-02-07,2,NA,CB,Duke Lemur Center,1,160,2006-08-31,8,6538,Drusilla,PCOQ,1993-04-06,13.41,6518,Julian,PCOQ,1993-03-04,13.5,NA,NA,12.01,NA,12.01,4,NA,693,2007-05-02,5,84,12,2.76,2,0.23,61,7,8.71,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,6895,N,M,Scorpius,N,1504,2007-07-02,7,D02,CB,Duke Lemur Center,2,103,2007-03-21,3,6633,Pyxis II,VRUB,1995-04-29,11.9,6684,Hunter,VRUB,1996-05-17,10.85,NA,NA,NA,11.25,11.25,NA,D02,3575,2010-09-01,9,1157,165.29,38.04,38,3.17,-25,7,-3.57,NA,1.65,young_adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6896,N,M,Aries,N,1503,2007-07-02,7,D02,CB,Duke Lemur Center,2,103,2007-03-21,3,6633,Pyxis II,VRUB,1995-04-29,11.9,6684,Hunter,VRUB,1996-05-17,10.85,NA,NA,NA,11.25,11.25,NA,D02,3300,2009-12-19,12,901,128.71,29.62,29,2.47,20,8,2.5,NA,1.65,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6900,N,F,Matilda,N,229,2007-12-21,12,NA,CB,Duke Lemur Center,1,160,2007-07-14,7,6743,Pia,PCOQ,1999-02-15,8.41,6583,Jovian,PCOQ,1994-04-10,13.27,NA,NA,11.14,NA,11.14,2,NA,3920,2014-09-28,9,2473,353.29,81.3,81,6.78,80,36,2.22,NA,2.64,adult,P,160,2014-09-21,2015-02-28,153,0.95625,1
PCOQ,6901,N,M,Gaius Galerus,N,230,2008-01-03,1,NA,CB,Duke Lemur Center,1,160,2007-07-27,7,6744,Rupillia,PCOQ,1999-02-16,8.45,6610,NERO,PCOQ,1994-12-04,12.65,NA,NA,11.1,NA,11.1,5,NA,3420,2010-08-28,8,968,138.29,31.82,31,2.65,120,31,3.87,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6903,N,M,Martinianus,N,231,2008-01-25,1,NA,CB,Duke Lemur Center,1,160,2007-08-18,8,6538,Drusilla,PCOQ,1993-04-06,14.38,6518,Julian,PCOQ,1993-03-04,14.47,NA,NA,11.04,NA,11.04,2,NA,4595,2015-04-08,4,2630,375.71,86.47,86,7.21,-125,14,-8.93,NA,2.64,adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6911,N,M,Avior,N,1538,2008-05-24,5,NA,CB,Duke Lemur Center,3,103,2008-02-11,2,6838,Carina,VRUB,2004-05-11,3.76,6310,Alphard,VRUB,1989-04-22,18.82,NA,NA,NA,10.61,10.61,NA,NA,3940,2013-07-03,7,1866,266.57,61.35,61,5.11,560,69,8.12,NA,1.65,adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6912,N,F,Hydra II,N,1540,2008-05-24,5,NA,CB,Duke Lemur Center,3,103,2008-02-11,2,6838,Carina,VRUB,2004-05-11,3.76,6310,Alphard,VRUB,1989-04-22,18.82,NA,NA,NA,10.52,10.52,NA,NA,3260,2010-03-01,3,646,92.29,21.24,21,1.77,-20,96,-0.21,NA,1.65,young_adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6913,N,F,Lyra,N,1539,2008-05-24,5,NA,CB,Duke Lemur Center,3,103,2008-02-11,2,6838,Carina,VRUB,2004-05-11,3.76,6310,Alphard,VRUB,1989-04-22,18.82,NA,NA,NA,10.54,10.54,NA,NA,1525,2008-08-29,8,97,13.86,3.19,3,0.27,248,15,16.53,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6920,N,M,Conrad,N,235,2008-12-31,12,NA,CB,Duke Lemur Center,1,160,2008-07-24,7,6743,Pia,PCOQ,1999-02-15,9.44,6583,Jovian,PCOQ,1994-04-10,14.3,2015-07-06,6.52,NA,NA,6.52,NA,NA,2600,2010-04-19,4,474,67.71,15.58,15,1.3,-100,28,-3.57,1904,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6922,N,F,Pompeia Plotina,Y,237,2009-02-04,2,NA,CB,Duke Lemur Center,1,160,2008-08-28,8,6538,Drusilla,PCOQ,1993-04-06,15.41,6518,Julian,PCOQ,1993-03-04,15.5,NA,NA,10.01,NA,10.01,3,NA,4880,2018-07-20,7,3453,493.29,113.52,113,9.46,0,24,0,NA,2.64,adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6945,N,F,Esther,N,1577,2009-04-29,4,NA,CB,Duke Lemur Center,3,103,2009-01-16,1,6633,Pyxis II,VRUB,1995-04-29,13.73,6684,Hunter,VRUB,1996-05-17,12.68,NA,NA,NA,8.91,8.91,NA,NA,3380,2011-03-25,3,695,99.29,22.85,22,1.9,-60,51,-1.18,NA,1.65,young_adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6946,N,F,Phoebe,N,1579,2009-04-29,4,NA,CB,Duke Lemur Center,3,103,2009-01-16,1,6633,Pyxis II,VRUB,1995-04-29,13.73,6684,Hunter,VRUB,1996-05-17,12.68,NA,NA,NA,9.42,9.42,NA,NA,3940,2011-07-29,7,821,117.29,26.99,26,2.25,35,126,0.28,NA,1.65,young_adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6947,N,M,Orion JR,N,1578,2009-04-29,4,NA,CB,Duke Lemur Center,3,103,2009-01-16,1,6633,Pyxis II,VRUB,1995-04-29,13.73,6684,Hunter,VRUB,1996-05-17,12.68,NA,NA,NA,9.42,9.42,NA,NA,4100,2012-11-13,11,1294,184.86,42.54,42,3.55,140,83,1.69,NA,1.65,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6959,N,M,Rupert,Y,242,2009-12-15,12,NA,CB,Duke Lemur Center,1,160,2009-07-08,7,6727,Antonia,PCOQ,1998-02-22,11.38,6608,OTHO,PCOQ,1994-09-12,14.83,NA,NA,9.15,NA,9.15,2,NA,233,2010-02-03,2,50,7.14,1.64,1,0.14,11,1,11,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6961,N,F,Wilhelmina,N,244,2009-12-25,12,NA,CB,Duke Lemur Center,1,160,2009-07-18,7,6743,Pia,PCOQ,1999-02-15,10.43,6583,Jovian,PCOQ,1994-04-10,15.28,2017-07-31,7.6,NA,NA,7.6,3,NA,164,2010-01-15,1,21,3,0.69,0,0.06,13,3,4.33,2754,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6964,N,M,Romulus,N,247,2010-02-03,2,NA,CB,Duke Lemur Center,1,160,2009-08-27,8,6744,Rupillia,PCOQ,1999-02-16,10.53,6207,Tiberius,PCOQ,1988-01-20,21.62,2017-08-08,7.52,NA,NA,7.52,NA,NA,1400,2010-07-28,7,175,25,5.75,5,0.48,120,9,13.33,2568,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6982,N,F,Adelaide,N,249,2011-01-08,1,NA,CB,Duke Lemur Center,1,160,2010-08-01,8,6743,Pia,PCOQ,1999-02-15,11.47,6583,Jovian,PCOQ,1994-04-10,16.32,2012-07-03,1.48,NA,NA,1.48,NA,NA,151,2011-01-26,1,18,2.57,0.59,0,0.05,10,3,3.33,524,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6983,N,F,Arcadia,N,250,2011-01-16,1,NA,CB,Duke Lemur Center,1,160,2010-08-09,8,6538,Drusilla,PCOQ,1993-04-06,17.35,6518,Julian,PCOQ,1993-03-04,17.44,NA,NA,8.06,NA,8.06,1,NA,3780,2012-10-09,10,632,90.29,20.78,20,1.73,360,31,11.61,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6987,N,F,Bertha of Sulzbach,Y,254,2011-02-18,2,NA,CB,Duke Lemur Center,1,160,2010-09-11,9,6897,Rodelinda,PCOQ,2007-08-06,3.1,6827,Marcus Aurelius,PCOQ,2004-02-16,6.57,NA,NA,7.97,NA,7.97,NA,NA,4980,2016-01-12,1,1789,255.57,58.82,58,4.9,0,7,0,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6994,N,F,Cordelia,N,1710,2011-05-10,5,NA,CB,Duke Lemur Center,2,103,2011-01-27,1,6838,Carina,VRUB,2004-05-11,6.72,6310,Alphard,VRUB,1989-04-22,21.78,NA,NA,NA,7.66,7.66,NA,NA,3880,2014-07-01,7,1148,164,37.74,37,3.15,-640,56,-11.43,NA,1.65,young_adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6995,N,F,Pandora,Y,1711,2011-05-10,5,NA,CB,Duke Lemur Center,2,103,2011-01-27,1,6838,Carina,VRUB,2004-05-11,6.72,6310,Alphard,VRUB,1989-04-22,21.78,NA,NA,7.75,NA,7.75,8,NA,4315,2016-04-14,4,1801,257.29,59.21,59,4.93,515,72,7.15,NA,1.65,adult,P,103,2016-02-26,2016-06-08,55,0.533980583,2
PCOQ,7073,N,F,Gisela,Y,256,2012-01-07,1,NA,CB,Duke Lemur Center,1,160,2011-07-31,7,6743,Pia,PCOQ,1999-02-15,12.46,6583,Jovian,PCOQ,1994-04-10,17.32,NA,NA,7.09,NA,7.09,2,NA,4080,2017-10-21,10,2114,302,69.5,69,5.79,-20,10,-2,NA,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7075,N,M,Remus,Y,258,2012-01-12,1,NA,CB,Duke Lemur Center,1,160,2011-08-05,8,6744,Rupillia,PCOQ,1999-02-16,12.47,6207,Tiberius,PCOQ,1988-01-20,23.56,NA,NA,7.07,NA,7.07,1,NA,3805,2017-06-15,6,1981,283,65.13,65,5.43,-110,16,-6.88,NA,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7077,N,F,Ernestine,N,260,2012-01-26,1,NA,CB,Duke Lemur Center,1,160,2011-08-19,8,6897,Rodelinda,PCOQ,2007-08-06,4.04,6827,Marcus Aurelius,PCOQ,2004-02-16,7.51,2012-04-09,0.2,NA,NA,0.2,NA,NA,398,2012-03-26,3,60,8.57,1.97,1,0.16,28,6,4.67,14,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7093,N,M,Titan,N,1759,2012-05-10,5,NA,CB,Duke Lemur Center,4,103,2012-01-28,1,6633,Pyxis II,VRUB,1995-04-29,16.76,6684,Hunter,VRUB,1996-05-17,15.71,NA,NA,NA,5.04,5.04,NA,NA,1960,2012-09-09,9,122,17.43,4.01,4,0.33,140,18,7.78,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7094,N,M,Puck,N,1760,2012-05-10,5,NA,CB,Duke Lemur Center,4,103,2012-01-28,1,6633,Pyxis II,VRUB,1995-04-29,16.76,6684,Hunter,VRUB,1996-05-17,15.71,NA,NA,NA,5.04,5.04,NA,NA,3700,2016-09-19,9,1593,227.57,52.37,52,4.36,-100,28,-3.57,NA,1.65,adult,NP,NA,NA,NA,NA,NA,NA
VRUB,7095,N,F,Carme II,N,1761,2012-05-10,5,NA,CB,Duke Lemur Center,4,103,2012-01-28,1,6633,Pyxis II,VRUB,1995-04-29,16.76,6684,Hunter,VRUB,1996-05-17,15.71,NA,NA,NA,5.04,5.04,NA,NA,3840,2014-06-29,6,780,111.43,25.64,25,2.14,-300,75,-4,NA,1.65,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7131,N,F,Beatrice of Swabia,Y,266,2012-12-19,12,NA,CB,Duke Lemur Center,1,160,2012-07-12,7,6897,Rodelinda,PCOQ,2007-08-06,4.94,6827,Marcus Aurelius,PCOQ,2004-02-16,8.41,NA,NA,6.14,NA,6.14,NA,NA,4180,2015-10-20,10,1035,147.86,34.03,34,2.84,260,65,4,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7133,N,M,Irene-A,N,268,2013-01-20,1,NA,CB,Duke Lemur Center,1,160,2012-08-13,8,6884,Irene,PCOQ,2007-01-27,5.55,6807,Theodosius,PCOQ,2003-03-03,9.45,2013-02-14,0.07,NA,NA,0.07,NA,NA,167,2013-02-11,2,22,3.14,0.72,0,0.06,17,4,4.25,3,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3300,2017-08-21,8,1659,237,54.54,54,4.55,-180,54,-3.33,512,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3420,2018-08-02,8,1992,284.57,65.49,65,5.46,-200,14,-14.29,NA,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7170,N,F,Gertrude,Y,278,2014-01-05,1,NA,CB,Duke Lemur Center,1,160,2013-07-29,7,6743,Pia,PCOQ,1999-02-15,14.46,6583,Jovian,PCOQ,1994-04-10,19.32,NA,NA,5.09,NA,5.09,NA,NA,162,2014-01-21,1,16,2.29,0.53,0,0.04,35,8,4.38,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7171,N,F,Eleanor of Portugal,N,279,2014-01-05,1,NA,CB,Duke Lemur Center,1,160,2013-07-29,7,6897,Rodelinda,PCOQ,2007-08-06,5.98,6827,Marcus Aurelius,PCOQ,2004-02-16,9.45,NA,NA,5.09,NA,5.09,NA,NA,4680,2018-02-26,2,1513,216.14,49.74,49,4.15,-200,61,-3.28,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7174,N,F,Aemilia,Y,282,2014-02-02,2,NA,CB,Duke Lemur Center,1,160,2013-08-26,8,6538,Drusilla,PCOQ,1993-04-06,20.4,6518,Julian,PCOQ,1993-03-04,20.49,NA,NA,5.01,NA,5.01,NA,NA,2600,2015-04-01,4,423,60.43,13.91,13,1.16,75,48,1.56,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7199,N,F,Lupicina,Y,289,2015-01-08,1,NA,CB,Duke Lemur Center,1,160,2014-08-01,8,6985,Euphemia,PCOQ,2011-02-15,3.46,6843,Lucius Verus,PCOQ,2005-01-07,9.57,NA,NA,4.08,NA,4.08,1,NA,2720,2016-03-26,3,443,63.29,14.56,14,1.21,0,29,0,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7200,N,M,Wenceslaus the Idle,Y,290,2015-01-24,1,NA,CB,Duke Lemur Center,1,160,2014-08-17,8,6897,Rodelinda,PCOQ,2007-08-06,7.04,6827,Marcus Aurelius,PCOQ,2004-02-16,10.51,NA,NA,4.04,NA,4.04,NA,NA,3260,2016-10-02,10,617,88.14,20.28,20,1.69,-200,87,-2.3,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7201,N,F,Isabella,Y,291,2015-01-25,1,NA,CB,Duke Lemur Center,1,160,2014-08-18,8,6922,Pompeia Plotina,PCOQ,2009-02-04,5.54,6882,Charlemagne,PCOQ,2007-01-02,7.63,NA,NA,4.04,NA,4.04,NA,NA,3340,2016-12-22,12,697,99.57,22.92,22,1.91,20,22,0.91,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7202,N,F,Valeria,Y,292,2015-01-28,1,NA,CB,Duke Lemur Center,1,160,2014-08-21,8,6727,Antonia,PCOQ,1998-02-22,16.5,6650,Gordian,PCOQ,1995-12-17,18.69,NA,NA,4.03,NA,4.03,NA,NA,132,2015-02-13,2,16,2.29,0.53,0,0.04,10,3,3.33,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7211,N,F,Celeste,N,1900,2015-05-13,5,NA,CB,Duke Lemur Center,3,103,2015-01-30,1,6995,Pandora,VRUB,2011-05-10,3.73,6206,Comet,VRUB,1984-10-01,30.35,NA,NA,NA,3.59,3.59,NA,NA,623,2015-06-22,6,40,5.71,1.32,1,0.11,100,7,14.29,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7212,N,M,Arche,N,1901,2015-05-13,5,NA,CB,Duke Lemur Center,3,103,2015-01-30,1,6995,Pandora,VRUB,2011-05-10,3.73,6206,Comet,VRUB,1984-10-01,30.35,NA,NA,NA,3.56,3.56,NA,NA,3920,2016-08-25,8,470,67.14,15.45,15,1.29,460,60,7.67,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7213,N,M,Stephano,N,1902,2015-05-13,5,NA,CB,Duke Lemur Center,3,103,2015-01-30,1,6995,Pandora,VRUB,2011-05-10,3.73,6206,Comet,VRUB,1984-10-01,30.35,2015-09-30,0.38,NA,NA,0.38,NA,NA,2120,2015-09-14,9,124,17.71,4.08,4,0.34,560,28,20,16,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7215,N,M,Bode,Y,1903,2015-05-27,5,NA,CB,Duke Lemur Center,1,103,2015-02-13,2,6633,Pyxis II,VRUB,1995-04-29,19.81,6240,Borealis,VRUB,1988-04-30,26.81,NA,NA,3.7,NA,3.7,NA,NA,3530,2018-03-19,3,1027,146.71,33.76,33,2.81,-70,1,-70,NA,1.65,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7228,N,F,Gemina,N,297,2015-12-28,12,NA,CB,Duke Lemur Center,1,160,2015-07-21,7,6900,Matilda,PCOQ,2007-12-21,7.59,6903,Martinianus,PCOQ,2008-01-25,7.49,NA,NA,3.11,NA,3.11,NA,NA,604,2016-05-14,5,138,19.71,4.54,4,0.38,-3,1,-3,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7233,N,F,Calpurnia III,Y,302,2016-01-17,1,NA,CB,Duke Lemur Center,1,160,2015-08-10,8,6538,Drusilla,PCOQ,1993-04-06,22.36,6518,Julian,PCOQ,1993-03-04,22.45,NA,NA,3.06,NA,3.06,NA,NA,1440,2016-07-13,7,178,25.43,5.85,5,0.49,340,28,12.14,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7234,N,M,Hostilian,Y,303,2016-01-23,1,NA,CB,Duke Lemur Center,1,160,2015-08-16,8,7073,Gisela,PCOQ,2012-01-07,3.61,6959,Rupert,PCOQ,2009-12-15,5.67,NA,NA,3.04,NA,3.04,NA,NA,332,2016-03-22,3,59,8.43,1.94,1,0.16,40,7,5.71,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7235,N,F,Francesca,Y,304,2016-02-14,2,NA,CB,Duke Lemur Center,1,160,2015-09-07,9,6922,Pompeia Plotina,PCOQ,2009-02-04,6.59,6882,Charlemagne,PCOQ,2007-01-02,8.68,NA,NA,2.98,NA,2.98,NA,NA,1455,2016-07-21,7,158,22.57,5.19,5,0.43,232,22,10.55,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7250,N,F,Sally,Y,2009,2016-06-08,6,NA,CB,Duke Lemur Center,2,103,2016-02-26,2,6995,Pandora,VRUB,2011-05-10,4.8,6206,Comet,VRUB,1984-10-01,31.42,NA,NA,2.67,NA,2.67,NA,NA,3320,2017-06-28,6,385,55,12.66,12,1.05,360,64,5.63,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7251,N,M,Kalani,Y,2010,2016-06-08,6,NA,CB,Duke Lemur Center,2,103,2016-02-26,2,6995,Pandora,VRUB,2011-05-10,4.8,6206,Comet,VRUB,1984-10-01,31.42,NA,NA,2.67,NA,2.67,NA,NA,3365,2018-01-12,1,583,83.29,19.17,19,1.6,5,3,1.67,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7263,N,M,Gothicus,N,307,2017-01-06,1,NA,CB,Duke Lemur Center,1,160,2016-07-30,7,6727,Antonia,PCOQ,1998-02-22,18.45,6650,Gordian,PCOQ,1995-12-17,20.63,2017-05-11,0.34,NA,NA,0.34,NA,NA,506,2017-04-05,4,89,12.71,2.93,2,0.24,14,1,14,36,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7264,N,F,Furia,Y,308,2017-01-10,1,NA,CB,Duke Lemur Center,1,160,2016-08-03,8,7073,Gisela,PCOQ,2012-01-07,4.58,6959,Rupert,PCOQ,2009-12-15,6.64,NA,NA,2.07,NA,2.07,NA,NA,2680,2018-06-27,6,533,76.14,17.52,17,1.46,140,29,4.83,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7275,N,F,Magdalena,Y,309,2017-05-14,5,NA,CB,Duke Lemur Center,1,160,2016-12-05,12,6744,Rupillia,PCOQ,1999-02-16,17.81,6819,Luther,PCOQ,2003-08-29,13.28,NA,NA,1.73,NA,1.73,NA,NA,2020,2018-01-02,1,233,33.29,7.66,7,0.64,360,36,10,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7278,N,M,Buzz,Y,2019,2017-05-30,5,NA,CB,Duke Lemur Center,1,103,2017-02-16,2,6633,Pyxis II,VRUB,1995-04-29,21.82,6240,Borealis,VRUB,1988-04-30,28.82,NA,NA,1.69,NA,1.69,NA,NA,3080,2018-01-29,1,244,34.86,8.02,8,0.67,380,57,6.67,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7286,N,M,Eustace,Y,313,2017-11-03,11,NA,CB,Duke Lemur Center,1,160,2017-05-27,5,6897,Rodelinda,PCOQ,2007-08-06,9.81,6827,Marcus Aurelius,PCOQ,2004-02-16,13.28,NA,NA,1.26,NA,1.26,NA,NA,628,2018-02-08,2,97,13.86,3.19,3,0.27,-3,1,-3,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7288,N,M,Elagabalus,Y,314,2017-12-23,12,NA,CB,Duke Lemur Center,1,160,2017-07-16,7,6743,Pia,PCOQ,1999-02-15,18.43,7136,Pontius Pilate,PCOQ,2013-02-04,4.45,NA,NA,1.12,NA,1.12,NA,NA,297,2018-02-14,2,53,7.57,1.74,1,0.15,44,7,6.29,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7297,N,F,Mae,Y,NA,2018-05-14,5,NA,CB,Duke Lemur Center,3,103,2018-01-31,1,6995,Pandora,VRUB,2011-05-10,6.73,6206,Comet,VRUB,1984-10-01,33.36,NA,NA,0.73,NA,0.73,NA,NA,1560,2018-08-19,8,97,13.86,3.19,3,0.27,320,15,21.33,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,7298,N,F,Judith,Y,NA,2018-05-14,5,NA,CB,Duke Lemur Center,3,103,2018-01-31,1,6995,Pandora,VRUB,2011-05-10,6.73,6206,Comet,VRUB,1984-10-01,33.36,NA,NA,0.73,NA,0.73,NA,NA,378,2018-06-05,6,22,3.14,0.72,0,0.06,99,7,14.14,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
